p	n	D	T	He3	He4	Be7	Li7	Li6
1.494319e-01	8.505664e-01	4.690835e-07	5.576135e-08	3.444966e-10	1.996762e-07	3.453367e-25	1.422477e-19	8.955420e-23	%
1.491746e-01	8.508234e-01	5.277303e-07	6.221381e-08	3.679802e-10	2.178131e-07	4.359794e-25	1.974824e-19	1.152184e-22	%
1.489153e-01	8.510825e-01	5.939304e-07	6.940112e-08	3.929721e-10	2.377506e-07	5.507464e-25	2.743217e-19	1.481439e-22	%
1.486540e-01	8.513436e-01	6.687224e-07	7.740616e-08	4.195572e-10	2.597038e-07	6.962159e-25	3.813214e-19	1.903743e-22	%
1.483903e-01	8.516069e-01	7.533056e-07	8.632116e-08	4.478236e-10	2.839215e-07	8.808294e-25	5.304910e-19	2.445351e-22	%
1.481242e-01	8.518727e-01	8.490699e-07	9.624876e-08	4.778615e-10	3.106934e-07	1.115450e-24	7.387265e-19	3.140077e-22	%
1.478555e-01	8.521411e-01	9.576319e-07	1.073032e-07	5.097629e-10	3.403584e-07	1.414099e-24	1.029860e-18	4.031579e-22	%
1.475838e-01	8.524123e-01	1.080880e-06	1.196118e-07	5.436210e-10	3.733162e-07	1.794939e-24	1.437609e-18	5.176434e-22	%
1.473090e-01	8.526866e-01	1.221032e-06	1.333163e-07	5.795289e-10	4.100410e-07	2.281585e-24	2.009832e-18	6.648266e-22	%
1.470307e-01	8.529644e-01	1.380702e-06	1.485747e-07	6.175793e-10	4.510999e-07	2.904874e-24	2.814714e-18	8.543372e-22	%
1.467485e-01	8.532460e-01	1.562992e-06	1.655632e-07	6.578625e-10	4.971767e-07	3.705261e-24	3.949818e-18	1.098845e-21	%
1.464621e-01	8.535317e-01	1.771608e-06	1.844784e-07	7.004649e-10	5.491021e-07	4.736099e-24	5.555394e-18	1.415138e-21	%
1.461710e-01	8.538220e-01	2.010974e-06	2.055358e-07	7.454562e-10	6.078816e-07	6.067930e-24	7.833768e-18	1.825574e-21	%
1.458824e-01	8.541098e-01	2.282539e-06	2.283981e-07	7.914949e-10	6.729181e-07	7.759499e-24	1.101408e-17	2.350332e-21	%
1.455964e-01	8.543949e-01	2.587327e-06	2.531528e-07	8.389438e-10	7.449374e-07	9.890809e-24	1.540220e-17	3.014713e-21	%
1.453132e-01	8.546769e-01	2.927898e-06	2.798067e-07	8.874009e-10	8.246859e-07	1.256010e-23	2.140704e-17	3.850812e-21	%
1.450332e-01	8.549557e-01	3.307442e-06	3.083487e-07	9.366539e-10	9.129939e-07	1.588482e-23	2.955919e-17	4.898522e-21	%
1.447565e-01	8.552311e-01	3.729300e-06	3.387514e-07	9.864231e-10	1.010780e-06	2.000256e-23	4.053617e-17	6.206000e-21	%
1.444833e-01	8.555028e-01	4.196994e-06	3.709729e-07	1.036467e-09	1.119059e-06	2.507324e-23	5.519425e-17	7.831284e-21	%
1.442137e-01	8.557708e-01	4.714238e-06	4.049584e-07	1.086551e-09	1.238956e-06	3.128136e-23	7.460428e-17	9.844175e-21	%
1.439478e-01	8.560350e-01	5.284950e-06	4.406437e-07	1.136469e-09	1.371713e-06	3.883816e-23	1.000921e-16	1.232847e-20	%
1.436854e-01	8.562954e-01	5.913276e-06	4.779595e-07	1.186046e-09	1.518704e-06	4.798397e-23	1.332840e-16	1.538462e-20	%
1.434267e-01	8.565519e-01	6.603606e-06	5.168351e-07	1.235148e-09	1.681449e-06	5.899065e-23	1.761568e-16	1.913289e-20	%
1.431716e-01	8.568047e-01	7.360603e-06	5.572044e-07	1.283685e-09	1.861626e-06	7.216432e-23	2.310955e-16	2.371705e-20	%
1.429200e-01	8.570537e-01	8.189225e-06	5.990102e-07	1.331618e-09	2.061096e-06	8.784854e-23	3.009561e-16	2.930887e-20	%
1.426718e-01	8.572991e-01	9.094744e-06	6.422099e-07	1.378962e-09	2.281912e-06	1.064281e-22	3.891388e-16	3.611327e-20	%
1.424270e-01	8.575408e-01	1.008277e-05	6.867792e-07	1.425791e-09	2.526348e-06	1.283339e-22	4.996702e-16	4.437452e-20	%
1.421853e-01	8.577791e-01	1.115927e-05	7.327172e-07	1.472236e-09	2.796916e-06	1.540484e-22	6.372997e-16	5.438345e-20	%
1.419467e-01	8.580140e-01	1.233057e-05	7.800490e-07	1.518488e-09	3.096397e-06	1.841135e-22	8.076114e-16	6.648595e-20	%
1.417111e-01	8.582456e-01	1.360335e-05	8.288286e-07	1.564791e-09	3.427866e-06	2.191395e-22	1.017156e-15	8.109296e-20	%
1.414784e-01	8.584739e-01	1.498468e-05	8.791403e-07	1.611448e-09	3.794725e-06	2.598167e-22	1.273604e-15	9.869203e-20	%
1.412485e-01	8.586991e-01	1.648197e-05	9.310991e-07	1.658807e-09	4.200736e-06	3.069290e-22	1.585934e-15	1.198609e-19	%
1.410213e-01	8.589211e-01	1.810298e-05	9.848501e-07	1.707265e-09	4.650059e-06	3.613714e-22	1.964647e-15	1.452835e-19	%
1.407966e-01	8.591401e-01	1.985581e-05	1.040567e-06	1.757257e-09	5.147296e-06	4.241698e-22	2.422024e-15	1.757678e-19	%
1.405746e-01	8.593560e-01	2.174885e-05	1.098450e-06	1.809255e-09	5.697534e-06	4.965049e-22	2.972428e-15	2.122678e-19	%
1.403550e-01	8.595689e-01	2.379082e-05	1.158721e-06	1.863761e-09	6.306399e-06	5.797408e-22	3.632658e-15	2.559082e-19	%
1.401378e-01	8.597787e-01	2.599068e-05	1.221623e-06	1.921302e-09	6.980109e-06	6.754577e-22	4.422360e-15	3.080128e-19	%
1.399231e-01	8.599856e-01	2.835769e-05	1.287415e-06	1.982432e-09	7.725539e-06	7.854906e-22	5.364510e-15	3.701388e-19	%
1.397106e-01	8.601895e-01	3.090139e-05	1.356366e-06	2.047725e-09	8.550288e-06	9.119746e-22	6.485966e-15	4.441150e-19	%
1.395004e-01	8.603903e-01	3.363155e-05	1.428757e-06	2.117780e-09	9.462751e-06	1.057398e-21	7.818110e-15	5.320877e-19	%
1.392925e-01	8.605881e-01	3.655827e-05	1.504874e-06	2.193220e-09	1.047221e-05	1.224664e-21	9.397597e-15	6.365729e-19	%
1.390867e-01	8.607830e-01	3.969195e-05	1.585009e-06	2.274697e-09	1.158892e-05	1.417167e-21	1.126721e-14	7.605182e-19	%
1.388830e-01	8.609748e-01	4.304331e-05	1.669456e-06	2.362899e-09	1.282421e-05	1.638877e-21	1.347684e-14	9.073735e-19	%
1.386813e-01	8.611635e-01	4.662347e-05	1.758513e-06	2.458553e-09	1.419061e-05	1.894447e-21	1.608466e-14	1.081174e-18	%
1.384816e-01	8.613493e-01	5.044398e-05	1.852481e-06	2.562438e-09	1.570194e-05	2.189335e-21	1.915842e-14	1.286638e-18	%
1.382837e-01	8.615321e-01	5.451684e-05	1.951665e-06	2.675391e-09	1.737351e-05	2.529956e-21	2.277700e-14	1.529276e-18	%
1.380875e-01	8.617119e-01	5.885461e-05	2.056374e-06	2.798320e-09	1.922219e-05	2.923859e-21	2.703215e-14	1.815526e-18	%
1.378930e-01	8.618887e-01	6.347041e-05	2.166923e-06	2.932213e-09	2.126665e-05	3.379942e-21	3.203056e-14	2.152903e-18	%
1.376999e-01	8.620625e-01	6.837800e-05	2.283636e-06	3.078152e-09	2.352751e-05	3.908711e-21	3.789619e-14	2.550172e-18	%
1.375083e-01	8.622333e-01	7.359185e-05	2.406844e-06	3.237328e-09	2.602756e-05	4.522587e-21	4.477301e-14	3.017562e-18	%
1.373179e-01	8.624012e-01	7.912718e-05	2.536889e-06	3.411053e-09	2.879195e-05	5.236284e-21	5.282813e-14	3.566997e-18	%
1.371285e-01	8.625662e-01	8.500002e-05	2.674126e-06	3.600777e-09	3.184852e-05	6.067258e-21	6.225540e-14	4.212378e-18	%
1.369402e-01	8.627281e-01	9.122730e-05	2.818923e-06	3.808103e-09	3.522796e-05	7.036246e-21	7.327960e-14	4.969901e-18	%
1.367525e-01	8.628872e-01	9.782684e-05	2.971665e-06	4.034812e-09	3.896424e-05	8.167928e-21	8.616123e-14	5.858438e-18	%
1.365655e-01	8.630432e-01	1.048175e-04	3.132751e-06	4.282874e-09	4.309486e-05	9.491717e-21	1.012020e-13	6.899966e-18	%
1.363789e-01	8.631962e-01	1.122191e-04	3.302599e-06	4.554479e-09	4.766123e-05	1.104272e-20	1.187512e-13	8.120077e-18	%
1.361925e-01	8.633462e-01	1.200527e-04	3.481649e-06	4.852056e-09	5.270913e-05	1.286288e-20	1.392130e-13	9.548562e-18	%
1.360062e-01	8.634931e-01	1.283404e-04	3.670360e-06	5.178304e-09	5.828913e-05	1.500241e-20	1.630548e-13	1.122009e-17	%
1.358196e-01	8.636369e-01	1.371056e-04	3.869212e-06	5.536219e-09	6.445706e-05	1.752149e-20	1.908169e-13	1.317502e-17	%
1.356327e-01	8.637774e-01	1.463730e-04	4.078711e-06	5.929130e-09	7.127464e-05	2.049229e-20	2.231235e-13	1.546028e-17	%
1.354451e-01	8.639146e-01	1.561687e-04	4.299387e-06	6.360731e-09	7.881000e-05	2.400153e-20	2.606952e-13	1.813048e-17	%
1.352566e-01	8.640483e-01	1.665200e-04	4.531796e-06	6.835130e-09	8.713845e-05	2.815350e-20	3.043638e-13	2.124912e-17	%
1.350669e-01	8.641785e-01	1.774559e-04	4.776520e-06	7.356884e-09	9.634312e-05	3.307371e-20	3.550885e-13	2.489003e-17	%
1.348759e-01	8.643050e-01	1.890070e-04	5.034173e-06	7.931057e-09	1.065159e-04	3.891344e-20	4.139754e-13	2.913906e-17	%
1.346831e-01	8.644277e-01	2.012054e-04	5.305397e-06	8.563272e-09	1.177582e-04	4.585514e-20	4.822985e-13	3.409602e-17	%
1.344883e-01	8.645462e-01	2.140849e-04	5.590863e-06	9.259773e-09	1.301820e-04	5.411909e-20	5.615249e-13	3.987688e-17	%
1.342910e-01	8.646604e-01	2.276810e-04	5.891280e-06	1.002749e-08	1.439113e-04	6.397145e-20	6.533431e-13	4.661647e-17	%
1.340911e-01	8.647700e-01	2.420314e-04	6.207384e-06	1.087413e-08	1.590825e-04	7.573405e-20	7.596948e-13	5.447142e-17	%
1.338880e-01	8.648748e-01	2.571752e-04	6.539952e-06	1.180822e-08	1.758467e-04	8.979635e-20	8.828123e-13	6.362373e-17	%
1.336813e-01	8.649744e-01	2.731539e-04	6.889792e-06	1.283926e-08	1.943706e-04	1.066300e-19	1.025259e-12	7.428486e-17	%
1.334706e-01	8.650684e-01	2.900110e-04	7.257753e-06	1.397776e-08	2.148383e-04	1.268065e-19	1.189980e-12	8.670043e-17	%
1.332553e-01	8.651564e-01	3.077918e-04	7.644720e-06	1.523542e-08	2.374531e-04	1.510189e-19	1.380350e-12	1.011558e-16	%
1.330350e-01	8.652381e-01	3.265443e-04	8.051619e-06	1.662519e-08	2.624394e-04	1.801079e-19	1.600243e-12	1.179822e-16	%
1.328090e-01	8.653128e-01	3.463184e-04	8.479412e-06	1.816146e-08	2.900453e-04	2.150940e-19	1.854095e-12	1.375647e-16	%
1.325768e-01	8.653800e-01	3.671665e-04	8.929107e-06	1.986017e-08	3.205445e-04	2.572166e-19	2.146984e-12	1.603501e-16	%
1.323375e-01	8.654391e-01	3.891433e-04	9.401749e-06	2.173902e-08	3.542391e-04	3.079818e-19	2.484723e-12	1.868573e-16	%
1.320904e-01	8.654895e-01	4.123061e-04	9.898427e-06	2.381763e-08	3.914630e-04	3.692203e-19	2.873956e-12	2.176891e-16	%
1.318348e-01	8.655302e-01	4.367144e-04	1.042027e-05	2.611774e-08	4.325846e-04	4.431585e-19	3.322276e-12	2.535451e-16	%
1.315696e-01	8.655606e-01	4.624304e-04	1.096845e-05	2.866347e-08	4.780108e-04	5.325052e-19	3.838351e-12	2.952375e-16	%
1.312940e-01	8.655796e-01	4.895188e-04	1.154418e-05	3.148152e-08	5.281905e-04	6.405571e-19	4.432067e-12	3.437096e-16	%
1.310067e-01	8.655863e-01	5.180466e-04	1.214870e-05	3.460148e-08	5.836197e-04	7.713283e-19	5.114698e-12	4.000563e-16	%
1.307067e-01	8.655794e-01	5.480834e-04	1.278331e-05	3.805613e-08	6.448456e-04	9.297080e-19	5.899080e-12	4.655485e-16	%
1.303925e-01	8.655578e-01	5.797010e-04	1.344933e-05	4.188174e-08	7.124723e-04	1.121653e-18	6.799825e-12	5.416621e-16	%
1.300628e-01	8.655201e-01	6.129738e-04	1.414812e-05	4.611846e-08	7.871667e-04	1.354424e-18	7.833546e-12	6.301098e-16	%
1.297160e-01	8.654647e-01	6.479779e-04	1.488105e-05	5.081068e-08	8.696648e-04	1.636873e-18	9.019122e-12	7.328804e-16	%
1.293503e-01	8.653900e-01	6.847917e-04	1.564953e-05	5.600752e-08	9.607789e-04	1.979798e-18	1.037798e-11	8.522824e-16	%
1.289638e-01	8.652942e-01	7.234950e-04	1.645498e-05	6.176323e-08	1.061405e-03	2.396373e-18	1.193442e-11	9.909959e-16	%
1.285545e-01	8.651751e-01	7.641691e-04	1.729883e-05	6.813775e-08	1.172533e-03	2.902676e-18	1.371598e-11	1.152132e-15	%
1.281200e-01	8.650305e-01	8.068961e-04	1.818251e-05	7.519721e-08	1.295254e-03	3.518340e-18	1.575383e-11	1.339304e-15	%
1.276579e-01	8.648581e-01	8.517585e-04	1.910742e-05	8.301461e-08	1.430773e-03	4.267344e-18	1.808324e-11	1.556705e-15	%
1.271653e-01	8.646550e-01	8.988388e-04	2.007494e-05	9.167037e-08	1.580417e-03	5.178992e-18	2.074404e-11	1.809206e-15	%
1.266392e-01	8.644184e-01	9.482184e-04	2.108642e-05	1.012531e-07	1.745653e-03	6.289106e-18	2.378119e-11	2.102462e-15	%
1.260762e-01	8.641448e-01	9.999768e-04	2.214311e-05	1.118603e-07	1.928098e-03	7.641504e-18	2.724539e-11	2.443042e-15	%
1.254728e-01	8.638307e-01	1.054190e-03	2.324619e-05	1.235992e-07	2.129533e-03	9.289805e-18	3.119378e-11	2.838576e-15	%
1.248248e-01	8.634722e-01	1.110932e-03	2.439671e-05	1.365875e-07	2.351927e-03	1.129967e-17	3.569059e-11	3.297929e-15	%
1.241278e-01	8.630648e-01	1.170267e-03	2.559558e-05	1.509544e-07	2.597446e-03	1.375154e-17	4.080808e-11	3.831402e-15	%
1.233770e-01	8.626037e-01	1.232255e-03	2.684350e-05	1.668414e-07	2.868481e-03	1.674407e-17	4.662733e-11	4.450970e-15	%
1.225669e-01	8.620837e-01	1.296946e-03	2.814093e-05	1.844035e-07	3.167666e-03	2.039833e-17	5.323927e-11	5.170555e-15	%
1.216917e-01	8.614990e-01	1.364374e-03	2.948804e-05	2.038100e-07	3.497906e-03	2.486303e-17	6.074574e-11	6.006355e-15	%
1.207449e-01	8.608431e-01	1.434563e-03	3.088465e-05	2.252457e-07	3.862400e-03	3.032107e-17	6.926067e-11	6.977216e-15	%
1.197195e-01	8.601092e-01	1.507514e-03	3.233014e-05	2.489118e-07	4.264672e-03	3.699764e-17	7.891130e-11	8.105086e-15	%
1.186076e-01	8.592894e-01	1.583208e-03	3.382337e-05	2.750275e-07	4.708605e-03	4.517045e-17	8.983958e-11	9.415537e-15	%
1.174007e-01	8.583753e-01	1.661597e-03	3.536262e-05	3.038307e-07	5.198473e-03	5.518256e-17	1.022036e-10	1.093839e-14	%
1.160895e-01	8.573577e-01	1.742601e-03	3.694541e-05	3.355792e-07	5.738983e-03	6.745854e-17	1.161792e-10	1.270846e-14	%
1.146635e-01	8.562264e-01	1.826099e-03	3.856842e-05	3.705522e-07	6.335312e-03	8.252516e-17	1.319615e-10	1.476643e-14	%
1.131116e-01	8.549702e-01	1.911927e-03	4.022734e-05	4.090515e-07	6.993157e-03	1.010377e-16	1.497667e-10	1.715990e-14	%
1.114214e-01	8.535768e-01	1.999862e-03	4.191667e-05	4.514027e-07	7.718779e-03	1.238139e-16	1.698339e-10	1.994469e-14	%
1.095793e-01	8.520330e-01	2.089619e-03	4.362955e-05	4.979568e-07	8.519062e-03	1.518784e-16	1.924267e-10	2.318637e-14	%
1.075706e-01	8.503239e-01	2.180836e-03	4.535750e-05	5.490918e-07	9.401565e-03	1.865202e-16	2.178351e-10	2.696214e-14	%
1.053790e-01	8.484336e-01	2.273058e-03	4.709017e-05	6.052151e-07	1.037459e-02	2.293702e-16	2.463769e-10	3.136318e-14	%
1.029868e-01	8.463445e-01	2.365728e-03	4.881501e-05	6.667658e-07	1.144723e-02	2.825043e-16	2.783990e-10	3.649758e-14	%
1.003748e-01	8.440374e-01	2.458161e-03	5.051691e-05	7.342186e-07	1.262945e-02	3.485848e-16	3.142783e-10	4.249396e-14	%
9.752189e-02	8.414915e-01	2.549525e-03	5.217773e-05	8.080885e-07	1.393218e-02	4.310563e-16	3.544213e-10	4.950623e-14	%
9.440518e-02	8.386840e-01	2.638810e-03	5.377577e-05	8.889383e-07	1.536733e-02	5.344221e-16	3.992632e-10	5.771966e-14	%
9.099988e-02	8.355902e-01	2.724798e-03	5.528511e-05	9.773893e-07	1.694791e-02	6.646441e-16	4.492639e-10	6.735889e-14	%
8.727916e-02	8.321835e-01	2.806012e-03	5.667472e-05	1.074136e-06	1.868806e-02	8.297333e-16	5.049013e-10	7.869873e-14	%
8.321416e-02	8.284349e-01	2.880668e-03	5.790746e-05	1.179972e-06	2.060312e-02	1.040647e-15	5.666593e-10	9.207893e-14	%
7.877403e-02	8.243137e-01	2.946594e-03	5.893857e-05	1.295824e-06	2.270963e-02	1.312697e-15	6.350067e-10	1.079247e-13	%
7.392609e-02	8.197872e-01	3.001128e-03	5.971380e-05	1.422808e-06	2.502531e-02	1.667831e-15	7.103622e-10	1.267764e-13	%
6.863628e-02	8.148209e-01	3.040976e-03	6.016667e-05	1.562319e-06	2.756896e-02	2.138509e-15	7.930354e-10	1.493324e-13	%
6.286990e-02	8.093799e-01	3.062003e-03	6.021456e-05	1.716176e-06	3.036016e-02	2.774585e-15	8.831256e-10	1.765139e-13	%
5.659324e-02	8.034295e-01	3.058907e-03	5.975274e-05	1.886863e-06	3.341868e-02	3.656307e-15	9.803428e-10	2.095648e-13	%
5.082815e-02	7.979422e-01	3.040455e-03	5.899384e-05	2.060297e-06	3.624145e-02	4.739568e-15	1.069012e-09	2.444032e-13	%
4.567087e-02	7.930183e-01	3.003358e-03	5.792151e-05	2.222464e-06	3.878099e-02	5.992867e-15	1.146516e-09	2.792640e-13	%
4.105742e-02	7.886029e-01	2.950629e-03	5.658148e-05	2.371322e-06	4.106546e-02	7.418824e-15	1.212968e-09	3.136732e-13	%
3.692447e-02	7.846396e-01	2.886711e-03	5.505955e-05	2.508910e-06	4.312252e-02	9.032638e-15	1.269237e-09	3.474563e-13	%
3.321769e-02	7.810793e-01	2.814976e-03	5.341747e-05	2.637131e-06	4.497631e-02	1.085377e-14	1.316227e-09	3.804752e-13	%
2.989026e-02	7.778789e-01	2.737889e-03	5.170061e-05	2.757465e-06	4.664800e-02	1.290407e-14	1.354763e-09	4.125846e-13	%
2.690140e-02	7.750009e-01	2.657281e-03	4.994186e-05	2.871076e-06	4.815627e-02	1.520812e-14	1.385598e-09	4.436346e-13	%
2.421528e-02	7.724117e-01	2.574532e-03	4.816574e-05	2.978897e-06	4.951772e-02	1.779338e-14	1.409426e-09	4.734715e-13	%
2.180026e-02	7.700818e-01	2.490701e-03	4.639057e-05	3.081694e-06	5.074713e-02	2.069058e-14	1.426886e-09	5.019399e-13	%
1.962826e-02	7.679847e-01	2.406603e-03	4.463017e-05	3.180102e-06	5.185770e-02	2.393398e-14	1.438564e-09	5.288855e-13	%
1.767430e-02	7.660968e-01	2.322870e-03	4.289495e-05	3.274658e-06	5.286127e-02	2.756178e-14	1.445006e-09	5.541573e-13	%
1.591610e-02	7.643969e-01	2.239990e-03	4.119273e-05	3.365818e-06	5.376843e-02	3.161654e-14	1.446714e-09	5.776116e-13	%
1.433376e-02	7.628662e-01	2.158344e-03	3.952935e-05	3.453977e-06	5.458869e-02	3.614566e-14	1.444151e-09	5.991146e-13	%
1.290945e-02	7.614877e-01	2.078226e-03	3.790907e-05	3.539478e-06	5.533061e-02	4.120190e-14	1.437748e-09	6.185462e-13	%
1.162722e-02	7.602461e-01	1.999858e-03	3.633493e-05	3.622625e-06	5.600187e-02	4.684398e-14	1.427901e-09	6.358033e-13	%
1.047278e-02	7.591277e-01	1.923410e-03	3.480901e-05	3.703686e-06	5.660938e-02	5.313721e-14	1.414978e-09	6.508026e-13	%
9.433268e-03	7.581203e-01	1.849006e-03	3.333265e-05	3.782903e-06	5.715936e-02	6.015428e-14	1.399318e-09	6.634830e-13	%
8.497178e-03	7.572127e-01	1.776733e-03	3.190653e-05	3.860493e-06	5.765742e-02	6.797605e-14	1.381237e-09	6.738077e-13	%
7.654155e-03	7.563951e-01	1.706651e-03	3.053088e-05	3.936655e-06	5.810859e-02	7.669245e-14	1.361024e-09	6.817655e-13	%
6.894900e-03	7.556585e-01	1.638794e-03	2.920555e-05	4.011570e-06	5.851742e-02	8.640352e-14	1.338948e-09	6.873711e-13	%
6.211051e-03	7.549948e-01	1.573178e-03	2.793005e-05	4.085408e-06	5.888801e-02	9.722052e-14	1.315256e-09	6.906646e-13	%
5.595089e-03	7.543969e-01	1.509802e-03	2.670368e-05	4.158323e-06	5.922405e-02	1.092672e-13	1.290177e-09	6.917108e-13	%
5.040255e-03	7.538581e-01	1.448653e-03	2.552553e-05	4.230461e-06	5.952885e-02	1.226812e-13	1.263922e-09	6.905971e-13	%
4.540464e-03	7.533726e-01	1.389707e-03	2.439454e-05	4.301959e-06	5.980543e-02	1.376156e-13	1.236685e-09	6.874312e-13	%
4.090242e-03	7.529352e-01	1.332931e-03	2.330955e-05	4.372945e-06	6.005649e-02	1.542405e-13	1.208644e-09	6.823381e-13	%
3.684663e-03	7.525410e-01	1.278286e-03	2.226931e-05	4.443540e-06	6.028448e-02	1.727452e-13	1.179962e-09	6.754568e-13	%
3.319293e-03	7.521859e-01	1.225729e-03	2.127250e-05	4.513860e-06	6.049158e-02	1.933401e-13	1.150788e-09	6.669372e-13	%
2.990141e-03	7.518658e-01	1.175210e-03	2.031776e-05	4.584013e-06	6.067981e-02	2.162591e-13	1.121261e-09	6.569367e-13	%
2.693611e-03	7.515774e-01	1.126677e-03	1.940371e-05	4.654102e-06	6.085093e-02	2.417621e-13	1.091503e-09	6.456163e-13	%
2.426469e-03	7.513176e-01	1.080075e-03	1.852896e-05	4.724226e-06	6.100659e-02	2.701380e-13	1.061628e-09	6.331382e-13	%
2.185799e-03	7.510834e-01	1.035350e-03	1.769209e-05	4.794477e-06	6.114823e-02	3.017078e-13	1.031739e-09	6.196627e-13	%
1.968978e-03	7.508723e-01	9.924423e-04	1.689172e-05	4.864944e-06	6.127719e-02	3.368279e-13	1.001928e-09	6.053455e-13	%
1.773642e-03	7.506822e-01	9.512953e-04	1.612647e-05	4.935710e-06	6.139466e-02	3.758944e-13	9.722772e-10	5.903363e-13	%
1.597662e-03	7.505108e-01	9.118505e-04	1.539497e-05	5.006852e-06	6.150171e-02	4.193466e-13	9.428620e-10	5.747766e-13	%
1.439120e-03	7.503564e-01	8.740496e-04	1.469589e-05	5.078442e-06	6.159932e-02	4.676722e-13	9.137478e-10	5.587985e-13	%
1.296288e-03	7.502172e-01	8.378348e-04	1.402791e-05	5.150548e-06	6.168837e-02	5.214121e-13	8.849932e-10	5.425244e-13	%
1.167612e-03	7.500918e-01	8.031489e-04	1.338975e-05	5.223230e-06	6.176965e-02	5.811660e-13	8.566491e-10	5.260657e-13	%
1.051688e-03	7.499788e-01	7.699355e-04	1.278017e-05	5.296544e-06	6.184389e-02	6.475983e-13	8.287603e-10	5.095234e-13	%
9.472544e-04	7.498770e-01	7.381391e-04	1.219796e-05	5.370538e-06	6.191173e-02	7.214447e-13	8.013651e-10	4.929874e-13	%
8.531726e-04	7.497852e-01	7.077054e-04	1.164194e-05	5.445252e-06	6.197377e-02	8.035195e-13	7.744963e-10	4.765373e-13	%
7.684179e-04	7.497025e-01	6.785811e-04	1.111098e-05	5.520721e-06	6.203054e-02	8.947231e-13	7.481814e-10	4.602425e-13	%
6.920665e-04	7.496280e-01	6.507143e-04	1.060397e-05	5.596968e-06	6.208251e-02	9.960503e-13	7.224430e-10	4.441628e-13	%
6.232863e-04	7.495608e-01	6.240544e-04	1.011985e-05	5.674011e-06	6.213013e-02	1.108599e-12	6.972994e-10	4.283492e-13	%
5.613275e-04	7.495003e-01	5.985522e-04	9.657606e-06	5.751857e-06	6.217379e-02	1.233581e-12	6.727647e-10	4.128444e-13	%
5.055147e-04	7.494458e-01	5.741599e-04	9.216248e-06	5.830503e-06	6.221384e-02	1.372331e-12	6.488496e-10	3.976833e-13	%
4.552390e-04	7.493966e-01	5.508311e-04	8.794831e-06	5.909935e-06	6.225062e-02	1.526316e-12	6.255612e-10	3.828943e-13	%
4.099521e-04	7.493523e-01	5.285209e-04	8.392445e-06	5.990129e-06	6.228441e-02	1.697152e-12	6.029036e-10	3.684995e-13	%
3.691598e-04	7.493124e-01	5.071859e-04	8.008221e-06	6.071048e-06	6.231549e-02	1.886611e-12	5.808785e-10	3.545153e-13	%
3.324169e-04	7.492764e-01	4.867840e-04	7.641322e-06	6.152643e-06	6.234408e-02	2.096634e-12	5.594849e-10	3.409535e-13	%
2.993220e-04	7.492440e-01	4.672747e-04	7.290951e-06	6.234853e-06	6.237042e-02	2.329350e-12	5.387198e-10	3.278217e-13	%
2.695139e-04	7.492148e-01	4.486187e-04	6.956344e-06	6.317604e-06	6.239469e-02	2.587083e-12	5.185782e-10	3.151235e-13	%
2.426666e-04	7.491884e-01	4.307784e-04	6.636771e-06	6.400807e-06	6.241708e-02	2.872369e-12	4.990537e-10	3.028597e-13	%
2.184868e-04	7.491647e-01	4.137173e-04	6.331536e-06	6.484361e-06	6.243776e-02	3.187974e-12	4.801383e-10	2.910280e-13	%
1.967100e-04	7.491433e-01	3.974005e-04	6.039976e-06	6.568151e-06	6.245687e-02	3.536902e-12	4.618228e-10	2.796241e-13	%
1.770979e-04	7.491240e-01	3.817941e-04	5.761459e-06	6.652048e-06	6.247454e-02	3.922419e-12	4.440971e-10	2.686416e-13	%
1.594359e-04	7.491066e-01	3.668659e-04	5.495382e-06	6.735909e-06	6.249091e-02	4.348059e-12	4.269501e-10	2.580725e-13	%
1.435305e-04	7.490909e-01	3.525846e-04	5.241174e-06	6.819581e-06	6.250607e-02	4.817649e-12	4.103702e-10	2.479077e-13	%
1.292075e-04	7.490768e-01	3.389203e-04	4.998291e-06	6.902895e-06	6.252013e-02	5.335316e-12	3.943449e-10	2.381368e-13	%
1.163099e-04	7.490641e-01	3.258443e-04	4.766215e-06	6.985673e-06	6.253319e-02	5.905508e-12	3.788618e-10	2.287487e-13	%
1.046961e-04	7.490526e-01	3.133291e-04	4.544455e-06	7.067726e-06	6.254533e-02	6.533006e-12	3.639076e-10	2.197318e-13	%
9.423873e-05	7.490422e-01	3.013482e-04	4.332545e-06	7.148853e-06	6.255662e-02	7.222937e-12	3.494694e-10	2.110738e-13	%
8.482296e-05	7.490329e-01	2.898762e-04	4.130042e-06	7.228848e-06	6.256714e-02	7.980793e-12	3.355336e-10	2.027624e-13	%
7.634533e-05	7.490245e-01	2.788888e-04	3.936527e-06	7.307494e-06	6.257694e-02	8.812437e-12	3.220870e-10	1.947848e-13	%
6.871263e-05	7.490169e-01	2.683629e-04	3.751599e-06	7.384571e-06	6.258609e-02	9.724122e-12	3.091161e-10	1.871284e-13	%
6.184090e-05	7.490100e-01	2.582761e-04	3.574881e-06	7.459854e-06	6.259464e-02	1.072250e-11	2.966077e-10	1.797807e-13	%
5.565449e-05	7.490039e-01	2.486070e-04	3.406011e-06	7.533115e-06	6.260264e-02	1.181462e-11	2.845486e-10	1.727289e-13	%
