p	n	D	T	He3	He4	Be7	Li7	Li6
3.068896e-01	6.931102e-01	8.230532e-13	4.597328e-24	6.109224e-24	4.227302e-31	-7.667509e-39	3.865829e-40	3.370916e-37	%
3.055368e-01	6.944630e-01	8.212684e-13	4.697159e-24	6.248703e-24	4.886384e-31	-8.085974e-39	4.158811e-40	2.469429e-37	%
3.041841e-01	6.958158e-01	8.195910e-13	4.801718e-24	6.394541e-24	5.658896e-31	-8.529338e-39	4.474569e-40	1.576693e-37	%
3.028316e-01	6.971683e-01	8.180217e-13	4.911256e-24	6.547066e-24	6.566051e-31	-8.999053e-39	4.814926e-40	6.923901e-38	%
3.014796e-01	6.985203e-01	8.165615e-13	5.026038e-24	6.706627e-24	7.633325e-31	-9.496631e-39	5.181855e-40	-1.837938e-38	%
3.001283e-01	6.998716e-01	8.152110e-13	5.146347e-24	6.873596e-24	8.891376e-31	-1.002364e-38	5.577487e-40	-1.052172e-37	%
2.987779e-01	7.012220e-01	8.139713e-13	5.272485e-24	7.048368e-24	1.037716e-30	-1.058172e-38	6.004125e-40	-1.913053e-37	%
2.974286e-01	7.025713e-01	8.128432e-13	5.404775e-24	7.231362e-24	1.213534e-30	-1.117252e-38	6.464255e-40	-2.766742e-37	%
2.960806e-01	7.039193e-01	8.118279e-13	5.543560e-24	7.423027e-24	1.421993e-30	-1.179779e-38	6.960561e-40	-3.613539e-37	%
2.947341e-01	7.052658e-01	8.109262e-13	5.689208e-24	7.623839e-24	1.669646e-30	-1.245927e-38	7.495938e-40	-4.453736e-37	%
2.933894e-01	7.066105e-01	8.101395e-13	5.842111e-24	7.834307e-24	1.964456e-30	-1.315875e-38	8.073511e-40	-5.287620e-37	%
2.920465e-01	7.079533e-01	8.094689e-13	6.002687e-24	8.054973e-24	2.316115e-30	-1.389802e-38	8.696643e-40	-6.115466e-37	%
2.907058e-01	7.092940e-01	8.089157e-13	6.171386e-24	8.286414e-24	2.736449e-30	-1.467887e-38	9.368958e-40	-6.937540e-37	%
2.893674e-01	7.106324e-01	8.084812e-13	6.348686e-24	8.529249e-24	3.239913e-30	-1.550309e-38	1.009436e-39	-7.754093e-37	%
2.880316e-01	7.119683e-01	8.081668e-13	6.535102e-24	8.784137e-24	3.844217e-30	-1.637240e-38	1.087704e-39	-8.565364e-37	%
2.866985e-01	7.133014e-01	8.079740e-13	6.731184e-24	9.051782e-24	4.571099e-30	-1.728849e-38	1.172150e-39	-9.371573e-37	%
2.853682e-01	7.146316e-01	8.079044e-13	6.937520e-24	9.332938e-24	5.447300e-30	-1.825295e-38	1.263258e-39	-1.017292e-36	%
2.840411e-01	7.159587e-01	8.079595e-13	7.154744e-24	9.628410e-24	6.505786e-30	-1.926724e-38	1.361548e-39	-1.096960e-36	%
2.827174e-01	7.172825e-01	8.081411e-13	7.383534e-24	9.939061e-24	7.787285e-30	-2.033268e-38	1.467574e-39	-1.176176e-36	%
2.813971e-01	7.186028e-01	8.084510e-13	7.624619e-24	1.026581e-23	9.342225e-30	-2.145042e-38	1.581932e-39	-1.254953e-36	%
2.800805e-01	7.199194e-01	8.088910e-13	7.878781e-24	1.060966e-23	1.123318e-29	-2.262138e-38	1.705257e-39	-1.333303e-36	%
2.787678e-01	7.212321e-01	8.094632e-13	8.146862e-24	1.097166e-23	1.353797e-29	-2.384622e-38	1.838227e-39	-1.411233e-36	%
2.774591e-01	7.225407e-01	8.101694e-13	8.429766e-24	1.135294e-23	1.635360e-29	-2.512531e-38	1.981565e-39	-1.488748e-36	%
2.761547e-01	7.238451e-01	8.110120e-13	8.728469e-24	1.175474e-23	1.980124e-29	-2.645867e-38	2.136041e-39	-1.565850e-36	%
2.748548e-01	7.251451e-01	8.119932e-13	9.044020e-24	1.217837e-23	2.403265e-29	-2.784595e-38	2.302473e-39	-1.642537e-36	%
2.735594e-01	7.264405e-01	8.131152e-13	9.377549e-24	1.262522e-23	2.923827e-29	-2.928640e-38	2.481728e-39	-1.718805e-36	%
2.722688e-01	7.277310e-01	8.143805e-13	9.730275e-24	1.309682e-23	3.565769e-29	-3.077881e-38	2.674725e-39	-1.794647e-36	%
2.709832e-01	7.290166e-01	8.157918e-13	1.010352e-23	1.359480e-23	4.359306e-29	-3.232150e-38	2.882434e-39	-1.870050e-36	%
2.697028e-01	7.302971e-01	8.173516e-13	1.049869e-23	1.412090e-23	5.342631e-29	-3.391231e-38	3.105881e-39	-1.945003e-36	%
2.684276e-01	7.315723e-01	8.190627e-13	1.091734e-23	1.467703e-23	6.564141e-29	-3.554855e-38	3.346144e-39	-2.019489e-36	%
2.671579e-01	7.328420e-01	8.209281e-13	1.136112e-23	1.526522e-23	8.085311e-29	-3.722707e-38	3.604355e-39	-2.093491e-36	%
2.658938e-01	7.341061e-01	8.229507e-13	1.183183e-23	1.588765e-23	9.984426e-29	-3.894418e-38	3.881703e-39	-2.166989e-36	%
2.646355e-01	7.353643e-01	8.251337e-13	1.233141e-23	1.654671e-23	1.236143e-28	-4.069573e-38	4.179430e-39	-2.239963e-36	%
2.633832e-01	7.366167e-01	8.274805e-13	1.286198e-23	1.724495e-23	1.534422e-28	-4.247717e-38	4.498830e-39	-2.312395e-36	%
2.621370e-01	7.378629e-01	8.299944e-13	1.342581e-23	1.798513e-23	1.909692e-28	-4.428352e-38	4.841252e-39	-2.384263e-36	%
2.608971e-01	7.391028e-01	8.326790e-13	1.402540e-23	1.877026e-23	2.383068e-28	-4.610952e-38	5.208094e-39	-2.455550e-36	%
2.596635e-01	7.403363e-01	8.355381e-13	1.466344e-23	1.960355e-23	2.981782e-28	-4.794962e-38	5.600803e-39	-2.526242e-36	%
2.584366e-01	7.415633e-01	8.385756e-13	1.534285e-23	2.048851e-23	3.741051e-28	-4.979817e-38	6.020872e-39	-2.596324e-36	%
2.572163e-01	7.427836e-01	8.417955e-13	1.606683e-23	2.142894e-23	4.706545e-28	-5.164940e-38	6.469837e-39	-2.665789e-36	%
2.560029e-01	7.439970e-01	8.452020e-13	1.683883e-23	2.242895e-23	5.937638e-28	-5.349763e-38	6.949275e-39	-2.734633e-36	%
2.547964e-01	7.452034e-01	8.487996e-13	1.766264e-23	2.349300e-23	7.511744e-28	-5.533727e-38	7.460797e-39	-2.802857e-36	%
2.535971e-01	7.464027e-01	8.525928e-13	1.854237e-23	2.462594e-23	9.530067e-28	-5.716301e-38	8.006047e-39	-2.870469e-36	%
2.524051e-01	7.475948e-01	8.565864e-13	1.948251e-23	2.583303e-23	1.212528e-27	-5.896985e-38	8.586695e-39	-2.937484e-36	%
2.512204e-01	7.487795e-01	8.607855e-13	2.048798e-23	2.712000e-23	1.547182e-27	-6.075324e-38	9.204437e-39	-3.003921e-36	%
2.500432e-01	7.499566e-01	8.651952e-13	2.156413e-23	2.849306e-23	1.979966e-27	-6.250910e-38	9.860983e-39	-3.069808e-36	%
2.488737e-01	7.511262e-01	8.698209e-13	2.271682e-23	2.995901e-23	2.541287e-27	-6.423395e-38	1.055806e-38	-3.135179e-36	%
2.477119e-01	7.522880e-01	8.746684e-13	2.395246e-23	3.152522e-23	3.271467e-27	-6.592492e-38	1.129741e-38	-3.200076e-36	%
2.465580e-01	7.534419e-01	8.797435e-13	2.527810e-23	3.319975e-23	4.224133e-27	-6.757978e-38	1.208076e-38	-3.264546e-36	%
2.454120e-01	7.545878e-01	8.850523e-13	2.670143e-23	3.499140e-23	5.470820e-27	-6.919700e-38	1.290987e-38	-3.328641e-36	%
2.442742e-01	7.557257e-01	8.906014e-13	2.823090e-23	3.690975e-23	7.107233e-27	-7.077571e-38	1.378648e-38	-3.392421e-36	%
2.431445e-01	7.568554e-01	8.963972e-13	2.987582e-23	3.896531e-23	9.261807e-27	-7.231571e-38	1.471233e-38	-3.455949e-36	%
2.420231e-01	7.579768e-01	9.024470e-13	3.164638e-23	4.116955e-23	1.210742e-26	-7.381743e-38	1.568917e-38	-3.519294e-36	%
2.409101e-01	7.590898e-01	9.087578e-13	3.355382e-23	4.353504e-23	1.587752e-26	-7.528193e-38	1.671873e-38	-3.582527e-36	%
2.398117e-01	7.601882e-01	9.153218e-13	3.560482e-23	4.606818e-23	2.087273e-26	-7.678028e-38	1.781619e-38	-3.648988e-36	%
2.387401e-01	7.612598e-01	9.220928e-13	3.779399e-23	4.876034e-23	2.744803e-26	-7.831383e-38	1.897785e-38	-3.718655e-36	%
2.376950e-01	7.623049e-01	9.290264e-13	4.011760e-23	5.160615e-23	3.605135e-26	-7.965316e-38	2.014410e-38	-3.780642e-36	%
2.366730e-01	7.633268e-01	9.361165e-13	4.258232e-23	5.461264e-23	4.728905e-26	-8.090586e-38	2.133667e-38	-3.839972e-36	%
2.356730e-01	7.643269e-01	9.433712e-13	4.519943e-23	5.779200e-23	6.196726e-26	-8.214082e-38	2.257220e-38	-3.899768e-36	%
2.346945e-01	7.653053e-01	9.507923e-13	4.797914e-23	6.115489e-23	8.112766e-26	-8.335345e-38	2.384876e-38	-3.959675e-36	%
2.337373e-01	7.662625e-01	9.583773e-13	5.093082e-23	6.471094e-23	1.061117e-25	-8.453150e-38	2.516144e-38	-4.018987e-36	%
2.328007e-01	7.671992e-01	9.661244e-13	5.406451e-23	6.847042e-23	1.386552e-25	-8.567758e-38	2.650923e-38	-4.077703e-36	%
2.318840e-01	7.681159e-01	9.740330e-13	5.739122e-23	7.244460e-23	1.810055e-25	-8.679899e-38	2.789276e-38	-4.136048e-36	%
2.309867e-01	7.690132e-01	9.821025e-13	6.092264e-23	7.664540e-23	2.360678e-25	-8.790047e-38	2.931205e-38	-4.194131e-36	%
2.301081e-01	7.698917e-01	9.903324e-13	6.467107e-23	8.108526e-23	3.075915e-25	-8.898496e-38	3.076666e-38	-4.251979e-36	%
2.292479e-01	7.707519e-01	9.987223e-13	6.864949e-23	8.577725e-23	4.004120e-25	-9.005534e-38	3.225620e-38	-4.309624e-36	%
2.284055e-01	7.715943e-01	1.007271e-12	7.287166e-23	9.073513e-23	5.207601e-25	-9.111469e-38	3.378044e-38	-4.367112e-36	%
2.275804e-01	7.724194e-01	1.015980e-12	7.735213e-23	9.597340e-23	6.766579e-25	-9.216590e-38	3.533923e-38	-4.424490e-36	%
2.267721e-01	7.732277e-01	1.024847e-12	8.210629e-23	1.015073e-22	8.784244e-25	-9.321159e-38	3.693245e-38	-4.481794e-36	%
2.259802e-01	7.740197e-01	1.033873e-12	8.715041e-23	1.073529e-22	1.139321e-24	-9.425416e-38	3.855999e-38	-4.539059e-36	%
2.252042e-01	7.747957e-01	1.043057e-12	9.250170e-23	1.135270e-22	1.476377e-24	-9.529583e-38	4.022179e-38	-4.596316e-36	%
2.244436e-01	7.755562e-01	1.052399e-12	9.817836e-23	1.200474e-22	1.911439e-24	-9.633864e-38	4.191787e-38	-4.653594e-36	%
2.236982e-01	7.763017e-01	1.061900e-12	1.041996e-22	1.269328e-22	2.472509e-24	-9.738447e-38	4.364826e-38	-4.710920e-36	%
2.229674e-01	7.770325e-01	1.071560e-12	1.105858e-22	1.342026e-22	3.195451e-24	-9.843505e-38	4.541307e-38	-4.768319e-36	%
2.222509e-01	7.777490e-01	1.081377e-12	1.173583e-22	1.418776e-22	4.126155e-24	-9.949197e-38	4.721243e-38	-4.825813e-36	%
2.215483e-01	7.784516e-01	1.091354e-12	1.245399e-22	1.499792e-22	5.323289e-24	-1.005567e-37	4.904653e-38	-4.883424e-36	%
2.208593e-01	7.791406e-01	1.101489e-12	1.321545e-22	1.585304e-22	6.861790e-24	-1.016305e-37	5.091560e-38	-4.941171e-36	%
2.201834e-01	7.798164e-01	1.111783e-12	1.402274e-22	1.675549e-22	8.837296e-24	-1.027147e-37	5.281990e-38	-4.999071e-36	%
2.195205e-01	7.804794e-01	1.122236e-12	1.487852e-22	1.770777e-22	1.137174e-23	-1.038103e-37	5.475974e-38	-5.057142e-36	%
2.188701e-01	7.811298e-01	1.132848e-12	1.578561e-22	1.871251e-22	1.462047e-23	-1.049184e-37	5.673547e-38	-5.115399e-36	%
2.182319e-01	7.817680e-01	1.143620e-12	1.674698e-22	1.977247e-22	1.878117e-23	-1.060399e-37	5.874746e-38	-5.173856e-36	%
2.176056e-01	7.823942e-01	1.154552e-12	1.776575e-22	2.089053e-22	2.410518e-23	-1.071756e-37	6.079612e-38	-5.232527e-36	%
2.169910e-01	7.830088e-01	1.165643e-12	1.884522e-22	2.206970e-22	3.091179e-23	-1.083264e-37	6.288188e-38	-5.291423e-36	%
2.163878e-01	7.836120e-01	1.176895e-12	1.998885e-22	2.331316e-22	3.960607e-23	-1.094930e-37	6.500520e-38	-5.350557e-36	%
2.157957e-01	7.842042e-01	1.188307e-12	2.120028e-22	2.462420e-22	5.070145e-23	-1.106760e-37	6.716655e-38	-5.409939e-36	%
2.152145e-01	7.847854e-01	1.199878e-12	2.248333e-22	2.600627e-22	6.484792e-23	-1.118760e-37	6.936641e-38	-5.469579e-36	%
2.146438e-01	7.853560e-01	1.211610e-12	2.384201e-22	2.746295e-22	8.286727e-23	-1.130935e-37	7.160528e-38	-5.529485e-36	%
2.140836e-01	7.859163e-01	1.223502e-12	2.528052e-22	2.899797e-22	1.057971e-22	-1.143291e-37	7.388364e-38	-5.589666e-36	%
2.135336e-01	7.864663e-01	1.235553e-12	2.680323e-22	3.061521e-22	1.349455e-22	-1.155831e-37	7.620197e-38	-5.650129e-36	%
2.129935e-01	7.870063e-01	1.247763e-12	2.841471e-22	3.231866e-22	1.719588e-22	-1.168560e-37	7.856072e-38	-5.710881e-36	%
2.124633e-01	7.875365e-01	1.260130e-12	3.011969e-22	3.411245e-22	2.189052e-22	-1.181480e-37	8.096030e-38	-5.771925e-36	%
2.119428e-01	7.880571e-01	1.272653e-12	3.192308e-22	3.600080e-22	2.783772e-22	-1.194596e-37	8.340109e-38	-5.833266e-36	%
2.114318e-01	7.885681e-01	1.285330e-12	3.382990e-22	3.798802e-22	3.536169e-22	-1.207908e-37	8.588339e-38	-5.894906e-36	%
2.109302e-01	7.890697e-01	1.298158e-12	3.584532e-22	4.007847e-22	4.486673e-22	-1.221418e-37	8.840739e-38	-5.956845e-36	%
2.104379e-01	7.895619e-01	1.311135e-12	3.797458e-22	4.227654e-22	5.685539e-22	-1.235127e-37	9.097320e-38	-6.019080e-36	%
2.099549e-01	7.900450e-01	1.324256e-12	4.022295e-22	4.458657e-22	7.195008e-22	-1.249034e-37	9.358074e-38	-6.081608e-36	%
2.094811e-01	7.905188e-01	1.337517e-12	4.259567e-22	4.701282e-22	9.091831e-22	-1.263139e-37	9.622977e-38	-6.144419e-36	%
2.090165e-01	7.909834e-01	1.350910e-12	4.509789e-22	4.955940e-22	1.147018e-21	-1.277438e-37	9.891979e-38	-6.207500e-36	%
2.085611e-01	7.914387e-01	1.364428e-12	4.773460e-22	5.223015e-22	1.444495e-21	-1.291927e-37	1.016500e-37	-6.270831e-36	%
2.081150e-01	7.918849e-01	1.378062e-12	5.051046e-22	5.502861e-22	1.815537e-21	-1.306599e-37	1.044194e-37	-6.334384e-36	%
2.076782e-01	7.923216e-01	1.391802e-12	5.342979e-22	5.795786e-22	2.276890e-21	-1.321445e-37	1.072264e-37	-6.398124e-36	%
2.072509e-01	7.927490e-01	1.405634e-12	5.649640e-22	6.102047e-22	2.848521e-21	-1.336453e-37	1.100690e-37	-6.462000e-36	%
2.068331e-01	7.931668e-01	1.419546e-12	5.971352e-22	6.421841e-22	3.554014e-21	-1.351606e-37	1.129447e-37	-6.525950e-36	%
2.064250e-01	7.935749e-01	1.433521e-12	6.308371e-22	6.755298e-22	4.420930e-21	-1.366886e-37	1.158504e-37	-6.589893e-36	%
2.060266e-01	7.939732e-01	1.447545e-12	6.660888e-22	7.102482e-22	5.481127e-21	-1.382265e-37	1.187825e-37	-6.653729e-36	%
2.056381e-01	7.943617e-01	1.461598e-12	7.029031e-22	7.463399e-22	6.771011e-21	-1.397717e-37	1.217368e-37	-6.717339e-36	%
2.052595e-01	7.947404e-01	1.475667e-12	7.412886e-22	7.838015e-22	8.331735e-21	-1.413205e-37	1.247087e-37	-6.780587e-36	%
2.048906e-01	7.951092e-01	1.489736e-12	7.812517e-22	8.226281e-22	1.020938e-20	-1.428695e-37	1.276935e-37	-6.843327e-36	%
2.045314e-01	7.954684e-01	1.503792e-12	8.228018e-22	8.628176e-22	1.245514e-20	-1.444151e-37	1.306864e-37	-6.905410e-36	%
2.041816e-01	7.958183e-01	1.517829e-12	8.659556e-22	9.043755e-22	1.512569e-20	-1.459539e-37	1.336837e-37	-6.966707e-36	%
2.038407e-01	7.961592e-01	1.531843e-12	9.107437e-22	9.473206e-22	1.828370e-20	-1.474835e-37	1.366826e-37	-7.027121e-36	%
2.035082e-01	7.964917e-01	1.545838e-12	9.572165e-22	9.916907e-22	2.199870e-20	-1.490028e-37	1.396823e-37	-7.086610e-36	%
2.031834e-01	7.968164e-01	1.559826e-12	1.005450e-21	1.037547e-21	2.634823e-20	-1.505121e-37	1.426840e-37	-7.145203e-36	%
2.028656e-01	7.971342e-01	1.573822e-12	1.055551e-21	1.084980e-21	3.141936e-20	-1.520135e-37	1.456915e-37	-7.202999e-36	%
2.025540e-01	7.974459e-01	1.587851e-12	1.107659e-21	1.134109e-21	3.731042e-20	-1.535108e-37	1.487108e-37	-7.260164e-36	%
2.022476e-01	7.977523e-01	1.601941e-12	1.161950e-21	1.185085e-21	4.413302e-20	-1.550089e-37	1.517499e-37	-7.316911e-36	%
2.019455e-01	7.980544e-01	1.616126e-12	1.218638e-21	1.238093e-21	5.201415e-20	-1.565135e-37	1.548183e-37	-7.373485e-36	%
2.016469e-01	7.983530e-01	1.630445e-12	1.277976e-21	1.293352e-21	6.109854e-20	-1.580306e-37	1.579263e-37	-7.430134e-36	%
2.013508e-01	7.986490e-01	1.644937e-12	1.340254e-21	1.351112e-21	7.155118e-20	-1.595665e-37	1.610850e-37	-7.487106e-36	%
2.010565e-01	7.989433e-01	1.659646e-12	1.405811e-21	1.411661e-21	8.356006e-20	-1.611272e-37	1.643060e-37	-7.544638e-36	%
2.007631e-01	7.992367e-01	1.674618e-12	1.475029e-21	1.475328e-21	9.733932e-20	-1.627189e-37	1.676013e-37	-7.602956e-36	%
2.004698e-01	7.995300e-01	1.689902e-12	1.548347e-21	1.542484e-21	1.131326e-19	-1.643475e-37	1.709834e-37	-7.662279e-36	%
2.001759e-01	7.998240e-01	1.705550e-12	1.626262e-21	1.613547e-21	1.312172e-19	-1.660194e-37	1.744655e-37	-7.722823e-36	%
1.998805e-01	8.001194e-01	1.721616e-12	1.709343e-21	1.688996e-21	1.519081e-19	-1.677408e-37	1.780616e-37	-7.784807e-36	%
1.995829e-01	8.004170e-01	1.738158e-12	1.798241e-21	1.769375e-21	1.755632e-19	-1.695187e-37	1.817867e-37	-7.848454e-36	%
1.992824e-01	8.007175e-01	1.755238e-12	1.893704e-21	1.855303e-21	2.025892e-19	-1.713601e-37	1.856572e-37	-7.913999e-36	%
1.989783e-01	8.010216e-01	1.772925e-12	1.996594e-21	1.947493e-21	2.334477e-19	-1.732729e-37	1.896908e-37	-7.981691e-36	%
1.986697e-01	8.013301e-01	1.791290e-12	2.107910e-21	2.046764e-21	2.686625e-19	-1.752655e-37	1.939071e-37	-8.051798e-36	%
1.983561e-01	8.016437e-01	1.810413e-12	2.228812e-21	2.154064e-21	3.088283e-19	-1.773473e-37	1.983278e-37	-8.124610e-36	%
1.980366e-01	8.019632e-01	1.830382e-12	2.360657e-21	2.270491e-21	3.546196e-19	-1.795284e-37	2.029769e-37	-8.200444e-36	%
1.977106e-01	8.022893e-01	1.851289e-12	2.505030e-21	2.397327e-21	4.068019e-19	-1.818203e-37	2.078811e-37	-8.279645e-36	%
1.973772e-01	8.026227e-01	1.873241e-12	2.663802e-21	2.536067e-21	4.662440e-19	-1.842356e-37	2.130703e-37	-8.362596e-36	%
1.970357e-01	8.029642e-01	1.896351e-12	2.839180e-21	2.688470e-21	5.339317e-19	-1.867881e-37	2.185781e-37	-8.449717e-36	%
1.966854e-01	8.033145e-01	1.920744e-12	3.033778e-21	2.856601e-21	6.109841e-19	-1.894935e-37	2.244421e-37	-8.541468e-36	%
1.963255e-01	8.036743e-01	1.946560e-12	3.250711e-21	3.042902e-21	6.986718e-19	-1.923689e-37	2.307042e-37	-8.638358e-36	%
1.959554e-01	8.040444e-01	1.973949e-12	3.493691e-21	3.250261e-21	7.984385e-19	-1.954336e-37	2.374117e-37	-8.740943e-36	%
1.955744e-01	8.044254e-01	2.003076e-12	3.767164e-21	3.482109e-21	9.119244e-19	-1.987085e-37	2.446172e-37	-8.849829e-36	%
1.951820e-01	8.048179e-01	2.034122e-12	4.076463e-21	3.742523e-21	1.040995e-18	-2.022168e-37	2.523794e-37	-8.965674e-36	%
1.947775e-01	8.052223e-01	2.067279e-12	4.428001e-21	4.036357e-21	1.187772e-18	-2.059836e-37	2.607635e-37	-9.089180e-36	%
1.943608e-01	8.056391e-01	2.102757e-12	4.829501e-21	4.369400e-21	1.354672e-18	-2.100362e-37	2.698413e-37	-9.221094e-36	%
1.939314e-01	8.060684e-01	2.140775e-12	5.290276e-21	4.748554e-21	1.544446e-18	-2.144036e-37	2.796913e-37	-9.362192e-36	%
1.934896e-01	8.065103e-01	2.181566e-12	5.821562e-21	5.182049e-21	1.760227e-18	-2.191165e-37	2.903988e-37	-9.513272e-36	%
1.930354e-01	8.069645e-01	2.225370e-12	6.436917e-21	5.679690e-21	2.005589e-18	-2.242064e-37	3.020554e-37	-9.675132e-36	%
1.925693e-01	8.074305e-01	2.272432e-12	7.152697e-21	6.253151e-21	2.284601e-18	-2.297056e-37	3.147583e-37	-9.848548e-36	%
1.920921e-01	8.079078e-01	2.322997e-12	7.988609e-21	6.916302e-21	2.601905e-18	-2.356463e-37	3.286093e-37	-1.003426e-35	%
1.916047e-01	8.083952e-01	2.377306e-12	8.968381e-21	7.685590e-21	2.962784e-18	-2.420597e-37	3.437140e-37	-1.023292e-35	%
1.911083e-01	8.088915e-01	2.435594e-12	1.012053e-20	8.580478e-21	3.373256e-18	-2.489756e-37	3.601800e-37	-1.044512e-35	%
1.906046e-01	8.093953e-01	2.498079e-12	1.147927e-20	9.623948e-21	3.840167e-18	-2.564217e-37	3.781161e-37	-1.067134e-35	%
1.900951e-01	8.099048e-01	2.564964e-12	1.308559e-20	1.084306e-20	4.371304e-18	-2.644229e-37	3.976309e-37	-1.091193e-35	%
1.895816e-01	8.104183e-01	2.636434e-12	1.498852e-20	1.226964e-20	4.975512e-18	-2.730014e-37	4.188323e-37	-1.116715e-35	%
1.890661e-01	8.109338e-01	2.712652e-12	1.724657e-20	1.394101e-20	5.662837e-18	-2.821766e-37	4.418265e-37	-1.143716e-35	%
1.885503e-01	8.114496e-01	2.793760e-12	1.992952e-20	1.590087e-20	6.444682e-18	-2.919649e-37	4.667183e-37	-1.172200e-35	%
1.880405e-01	8.119594e-01	2.879502e-12	2.310589e-20	1.818984e-20	7.326086e-18	-3.027744e-37	4.941949e-37	-1.203791e-35	%
1.875385e-01	8.124613e-01	2.969573e-12	2.685164e-20	2.085208e-20	8.318227e-18	-3.137375e-37	5.229013e-37	-1.235014e-35	%
1.870443e-01	8.129556e-01	3.063986e-12	3.126557e-20	2.394545e-20	9.437034e-18	-3.250590e-37	5.532090e-37	-1.266686e-35	%
1.865576e-01	8.134422e-01	3.162954e-12	3.647407e-20	2.754393e-20	1.070085e-17	-3.369511e-37	5.855514e-37	-1.299593e-35	%
1.860786e-01	8.139213e-01	3.266738e-12	4.263152e-20	3.173686e-20	1.213099e-17	-3.494454e-37	6.200821e-37	-1.333793e-35	%
1.856069e-01	8.143929e-01	3.375615e-12	4.992454e-20	3.663062e-20	1.375224e-17	-3.625763e-37	6.569689e-37	-1.369349e-35	%
1.851427e-01	8.148572e-01	3.489882e-12	5.857895e-20	4.235201e-20	1.559350e-17	-3.763805e-37	6.963936e-37	-1.406330e-35	%
1.846857e-01	8.153141e-01	3.609854e-12	6.886861e-20	4.905242e-20	1.768852e-17	-3.908970e-37	7.385534e-37	-1.444807e-35	%
1.842359e-01	8.157639e-01	3.735870e-12	8.112620e-20	5.691292e-20	2.007676e-17	-4.061674e-37	7.836623e-37	-1.484856e-35	%
1.837932e-01	8.162066e-01	3.868289e-12	9.575667e-20	6.615042e-20	2.280447e-17	-4.222362e-37	8.319530e-37	-1.526557e-35	%
1.833578e-01	8.166421e-01	4.007453e-12	1.132483e-19	7.702178e-20	2.592395e-17	-4.391894e-37	8.837488e-37	-1.570141e-35	%
1.829331e-01	8.170667e-01	4.153083e-12	1.341000e-19	8.977650e-20	2.946626e-17	-4.575596e-37	9.402037e-37	-1.617494e-35	%
1.825195e-01	8.174804e-01	4.304863e-12	1.588769e-19	1.046917e-19	3.348764e-17	-4.761679e-37	9.990231e-37	-1.664407e-35	%
1.821168e-01	8.178831e-01	4.462775e-12	1.882688e-19	1.221030e-19	3.805185e-17	-4.955188e-37	1.061314e-36	-1.712671e-35	%
1.817249e-01	8.182750e-01	4.626929e-12	2.231068e-19	1.424105e-19	4.323110e-17	-5.156368e-37	1.127249e-36	-1.762332e-35	%
1.813436e-01	8.186563e-01	4.797455e-12	2.643699e-19	1.660784e-19	4.910714e-17	-5.365431e-37	1.196998e-36	-1.813426e-35	%
1.809728e-01	8.190271e-01	4.974493e-12	3.132080e-19	1.936427e-19	5.577242e-17	-5.582555e-37	1.270733e-36	-1.865971e-35	%
1.806121e-01	8.193878e-01	5.158195e-12	3.709698e-19	2.257216e-19	6.333151e-17	-5.807918e-37	1.348632e-36	-1.919986e-35	%
1.802613e-01	8.197385e-01	5.348723e-12	4.392366e-19	2.630282e-19	7.190262e-17	-6.041707e-37	1.430880e-36	-1.975492e-35	%
1.799202e-01	8.200797e-01	5.546246e-12	5.198607e-19	3.063837e-19	8.161940e-17	-6.284123e-37	1.517672e-36	-2.032512e-35	%
1.795883e-01	8.204115e-01	5.750948e-12	6.150110e-19	3.567340e-19	9.263291e-17	-6.535373e-37	1.609211e-36	-2.091071e-35	%
1.792655e-01	8.207343e-01	5.963016e-12	7.272249e-19	4.151680e-19	1.051139e-16	-6.795678e-37	1.705713e-36	-2.151196e-35	%
1.789514e-01	8.210484e-01	6.182653e-12	8.594696e-19	4.829379e-19	1.192551e-16	-7.065268e-37	1.807400e-36	-2.212916e-35	%
1.786457e-01	8.213541e-01	6.410068e-12	1.015212e-18	5.614837e-19	1.352746e-16	-7.344383e-37	1.914506e-36	-2.276260e-35	%
1.783482e-01	8.216517e-01	6.645479e-12	1.198504e-18	6.524601e-19	1.534185e-16	-7.633272e-37	2.027277e-36	-2.341261e-35	%
1.780584e-01	8.219414e-01	6.889117e-12	1.414070e-18	7.577677e-19	1.739647e-16	-7.932197e-37	2.145968e-36	-2.407952e-35	%
1.777763e-01	8.222236e-01	7.141219e-12	1.667426e-18	8.795883e-19	1.972270e-16	-8.241427e-37	2.270847e-36	-2.476369e-35	%
1.775014e-01	8.224985e-01	7.402034e-12	1.965004e-18	1.020426e-18	2.235597e-16	-8.561243e-37	2.402193e-36	-2.546547e-35	%
1.772335e-01	8.227664e-01	7.671818e-12	2.314294e-18	1.183151e-18	2.533628e-16	-8.891935e-37	2.540298e-36	-2.618523e-35	%
1.769723e-01	8.230276e-01	7.950841e-12	2.724027e-18	1.371057e-18	2.870876e-16	-9.233803e-37	2.685467e-36	-2.692338e-35	%
1.767176e-01	8.232822e-01	8.239377e-12	3.204361e-18	1.587914e-18	3.252434e-16	-9.587157e-37	2.838018e-36	-2.768029e-35	%
1.764692e-01	8.235306e-01	8.537716e-12	3.767118e-18	1.838043e-18	3.684046e-16	-9.952319e-37	2.998283e-36	-2.845638e-35	%
